gene_id,log2FC,pval,padj,symbol
ENSMUSG00000066362,0.19595668177322154,0.004714073083754295,0.23557831371495647,Rps13-ps1
ENSMUSG00000002968,-0.1757862290397082,0.004735142082428372,0.23557831371495647,Med25
ENSMUSG00000024773,-0.24792600617446758,0.00480218576617914,0.23557831371495647,Atg2a
ENSMUSG00000058793,-0.19652935053685971,0.004876570928263145,0.23557831371495647,Cds2
ENSMUSG00000028920,-0.18266177593126143,0.004869827174554135,0.23557831371495647,Fbxo42
ENSMUSG00000051786,-0.2985928889996473,0.004754693050601396,0.23557831371495647,Tubgcp6
ENSMUSG00000030720,-0.17217769042227954,0.004853753939128239,0.23557831371495647,Cln3
ENSMUSG00000028641,-0.22842377442045675,0.004884334468730249,0.23557831371495647,P3h1
ENSMUSG00000001138,-0.18964512964968833,0.004856696014960432,0.23557831371495647,Cnnm3
ENSMUSG00000037089,-0.17690774222591094,0.004870700507337842,0.23557831371495647,Slc35b2
ENSMUSG00000025477,-0.3523656003456247,0.005125733712345018,0.2357412893758993,Inpp5a
ENSMUSG00000029577,-0.14387957369329407,0.005161499389877795,0.2357412893758993,Ube3b
ENSMUSG00000041638,-0.23822992452054925,0.004979886586382206,0.2357412893758993,Gcn1
ENSMUSG00000020198,-0.14820438848163275,0.005222610512496373,0.2357412893758993,Ap3d1
ENSMUSG00000021040,0.283163857283514,0.005079655124622558,0.2357412893758993,Slirp
ENSMUSG00000034602,-0.23833305654362402,0.005111770008287627,0.2357412893758993,Mon2
ENSMUSG00000028962,-0.13988506777142717,0.005231065280016957,0.2357412893758993,Slc4a2
ENSMUSG00000038546,-0.19535740579319905,0.004996190203655993,0.2357412893758993,Ranbp9
ENSMUSG00000001100,-0.07078256239424807,0.0050411530565577616,0.2357412893758993,Poldip2
ENSMUSG00000041164,-0.15121736026383514,0.005178532478519508,0.2357412893758993,Zmiz2
ENSMUSG00000039849,-0.12301562251187109,0.005120404953422393,0.2357412893758993,Pcif1
ENSMUSG00000060601,-0.17877681851286592,0.0049657020661149414,0.2357412893758993,Nr1h2
